SSP370__EMISSIONS____________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,0.553558,0,43.142364,0.355748,2.272232,411.462874,66.783049,4.09548,2.571124,18.226825,7.90931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,0.545888,0,43.151914,0.363727,2.2533,402.244815,64.950047,4.009003,2.526693,17.7263,7.8058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,0.603962,0,43.344129,0.372357,2.274087,397.49852,63.9579,3.957075,2.507634,17.479262,7.76137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,0.604217,0,43.88436,0.380041,2.322797,400.338804,64.445554,3.966947,2.527812,17.65849,7.817919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,0.612264,0,44.809079,0.388048,2.531209,413.399132,66.794695,4.084953,2.610049,18.340431,7.995586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,0.609949,0,44.957054,0.395083,2.527938,408.110454,65.651564,4.070242,2.593264,17.991649,7.91265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,0.620545,0,45.321473,0.401141,2.594276,404.854917,65.042535,3.940132,2.57343,17.954118,7.946208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,0.626575,0,46.013007,0.407452,2.642873,414.673192,66.727799,4.157695,2.636453,18.291566,8.003048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,0.632382,0,46.540577,0.412442,2.680671,419.014024,67.470604,4.239398,2.660123,18.479276,8.049072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,0.644847,0,46.949626,0.416922,2.761044,416.299748,66.956947,4.118279,2.648203,18.449506,8.083463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,0.657313,0,47.37614,0.420676,2.893863,416.063997,66.849535,4.059564,2.648405,18.520468,8.126969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,0.673125,0,48.234687,0.423283,2.966651,417.244137,66.885756,4.159766,2.670269,18.43712,8.117641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,0.61445,0,49.130562,0.425891,2.971752,414.162807,66.35896,4.041044,2.648565,18.415893,8.168491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,0.620247,0,49.710223,0.428355,3.059674,408.122419,65.009635,3.970139,2.62927,18.091411,8.127137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,0.627826,0,50.660325,0.430936,3.188244,411.331064,65.399067,4.086038,2.667756,18.093817,8.142346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,0.634802,0,51.980075,0.43336,3.321898,420.489005,67.103474,4.156216,2.720201,18.666568,8.295852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,0.638738,0,52.746993,0.435666,3.38298,417.101185,66.375282,4.132234,2.710298,18.39468,8.288452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,0.645068,0,53.941022,0.438131,3.559882,424.296975,67.660264,4.22971,2.761023,18.768356,8.391051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,0.646633,0,55.287674,0.441354,3.662595,434.930228,69.647294,4.361788,2.825141,19.301248,8.541813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,0.652667,0,55.833597,0.443828,3.785557,426.403617,67.929496,4.243854,2.785004,18.888825,8.491462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,0.654949,0,56.996592,0.446559,3.881474,433.228762,69.121877,4.321966,2.831201,19.258121,8.59849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,0.68365,0,57.574014,0.454253,4.009777,425.160651,67.428624,4.26792,2.79783,18.761774,8.539586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,0.784109,0,58.187105,0.470777,4.243637,417.744273,65.845537,4.177257,2.771293,18.365342,8.507375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,0.804806,0,59.620162,0.493804,4.466482,429.280289,67.99437,4.308489,2.841634,18.937299,8.700205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,0.802985,0,60.8885,0.521641,4.375351,435.80418,69.34908,4.368078,2.868059,19.304811,8.854268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0.823082,0,61.44717,0.552063,4.545419,426.893495,67.482089,4.310047,2.833489,18.753876,8.781743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,0.833474,0,62.602948,0.582777,4.633095,429.480548,68.072665,4.272164,2.843125,19.002141,8.920382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,0.844008,0,63.645243,0.612115,4.755186,434.060346,68.778381,4.411971,2.881579,19.089059,8.974018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,0.851847,0,64.711204,0.637603,4.79883,437.95995,69.469796,4.501565,2.905036,19.228171,9.057955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,0.871263,0,65.902798,0.658807,5.046762,440.851759,70.08572,4.445612,2.929259,19.487315,9.208299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,0.90365,0,66.664984,0.672656,5.468161,437.365728,69.187881,4.385227,2.921172,19.326821,9.232234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,0.947275,0,67.706701,0.680513,5.646753,440.973725,69.708969,4.530247,2.962877,19.327166,9.285087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,0.910776,0,68.577875,0.68913,5.869424,436.07863,68.750167,4.408308,2.944346,19.158162,9.341476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,0.931784,0,69.185979,0.695746,6.127192,428.221203,67.062545,4.343197,2.918084,18.709361,9.306766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,0.936966,0,70.480605,0.701563,6.233623,436.518349,68.594023,4.506197,2.978159,19.00989,9.440759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,0.944734,0,71.605462,0.707762,6.285133,438.141539,68.949778,4.491284,2.987659,19.206869,9.555538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,0.949686,0,72.582544,0.712503,6.343132,437.733327,68.869263,4.533162,3.000148,19.06782,9.615363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,0.962276,0,73.777431,0.718086,6.595478,443.107738,69.794039,4.617389,3.04459,19.328454,9.738775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,0.989964,0,75.110356,0.724093,7.171077,452.502308,71.427237,4.740248,3.123484,19.785746,9.916631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,0.989845,0,75.9296,0.730631,7.167411,448.69087,70.657188,4.725521,3.104668,19.552777,9.944388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,1.012435,0,77.078623,0.755524,7.716393,453.899032,71.476597,4.806245,3.159195,19.778065,10.065078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,1.024245,0,77.682293,0.766857,8.013399,444.382732,69.531722,4.741657,3.125181,19.199673,10.013821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,1.041246,0,78.545581,0.778131,8.153423,439.808659,68.66392,4.69405,3.110528,18.949522,10.046356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,1.036955,0,79.815013,0.789586,8.107996,443.350656,69.487058,4.7136,3.125431,19.178456,10.194844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,1.06606,0,81.383456,0.801859,8.398287,456.696033,71.908044,4.887249,3.205111,19.836128,10.427847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,1.091995,0,82.23116,0.81274,8.832887,453.551885,71.151787,4.917461,3.216164,19.5225,10.436131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,1.106445,0,83.000054,0.823953,9.07544,444.094428,69.422677,4.732349,3.170769,19.177288,10.475783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,1.127176,0,84.392536,0.834485,9.505565,456.412205,71.546733,5.025013,3.268702,19.582183,10.615473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,1.150983,0,85.361272,0.844152,9.994504,456.603767,71.45666,5.096257,3.29687,19.501681,10.672174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,1.191152,0,86.705434,0.853628,10.821232,462.103599,72.460723,5.093208,3.355831,19.86871,10.876409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,1.21799,0,87.613288,0.863013,11.33105,459.544467,71.906566,5.087399,3.361821,19.750788,10.933728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,1.300604,0,88.391167,0.871248,11.756914,457.616831,71.632632,5.200336,3.382953,19.487622,10.954102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,1.318825,0,89.262825,0.881055,12.081701,455.026177,71.241498,5.177887,3.381541,19.358061,11.045578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,1.39518,0,89.890741,0.890499,13.02384,449.96253,70.253764,5.188299,3.389386,19.030598,11.066193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,1.430386,0,91.356749,0.900835,13.25376,462.621765,72.884376,5.398349,3.464058,19.65612,11.308271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,1.494481,0,92.401324,0.911631,14.079014,467.440129,73.709735,5.568961,3.525335,19.752967,11.410087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,1.557279,0,93.249983,0.922697,14.743449,466.435648,73.461739,5.605893,3.549324,19.606931,11.496179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,1.648914,0,94.560802,0.933387,16.239652,480.317456,76.004445,5.923691,3.674457,20.144491,11.707932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,1.634621,0,95.712372,0.943807,15.566429,482.582634,76.856238,5.973174,3.675877,20.34219,11.864936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,1.667807,0,96.466695,0.953973,16.345505,480.689469,76.440877,6.039615,3.690049,20.109671,11.912958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,1.710282,0,97.771871,0.964692,17.096399,491.471362,78.481243,6.223077,3.767608,20.602328,12.131086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,1.667408,0,98.429381,0.975995,17.217325,482.373648,76.733706,6.203296,3.725918,20.007607,12.088897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,1.669794,0,99.266146,0.99224,17.961176,477.988921,75.831608,6.217302,3.7091,19.680892,12.117136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,1.708847,0,100.612558,1.011256,19.043045,488.267603,77.579962,6.451636,3.787939,20.007329,12.288547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,1.619714,0,102.284059,1.031942,17.567028,494.497883,79.778073,6.496917,3.764419,20.592481,12.551821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,1.599424,0,103.05792,1.054428,17.545744,484.247685,78.350401,6.480518,3.722338,20.061425,12.544108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,1.664033,0,104.088944,1.077596,19.035787,482.954266,78.279852,6.599386,3.744207,19.908299,12.635286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,1.698338,0,105.439741,1.100056,19.875991,492.960045,80.454818,7.001276,3.826397,20.177561,12.765006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,1.692406,0,106.745932,1.121023,19.712492,496.242073,81.612948,7.115717,3.830597,20.368952,12.933028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,1.591055,0,108.095107,1.140026,16.968315,490.979417,81.677244,6.924515,3.722641,20.368638,13.107008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,1.715539,0,109.133639,1.157423,18.773411,498.8746,82.969921,7.316271,3.81301,20.402395,13.206658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,1.654133,0,109.809348,1.173204,16.024706,486.613624,81.187255,7.144465,3.661223,19.846109,13.184839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,1.696238,0,110.48581,1.188563,16.924493,484.827342,80.530694,7.249518,3.658334,19.474278,13.236596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,1.819941,0,112.253564,1.204902,19.69295,514.234395,86.275834,8.01105,3.881246,20.417825,13.562957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,1.83691,0,112.633506,1.221997,19.491486,499.097414,83.211231,7.787588,3.774809,19.778824,13.518769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,1.853423,0,113.670427,1.237566,19.708144,502.695769,84.061744,7.980488,3.790607,19.753455,13.86962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,1.845364,0,114.54563,1.252384,19.778058,499.04182,84.168771,8.054365,3.724384,19.57302,14.121327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,1.985594,0,115.74748,1.266535,21.106854,515.091088,86.527535,8.496819,3.850357,19.87551,14.35603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,1.993228,0,116.795867,1.279553,21.032236,515.840089,87.115863,8.566045,3.828135,19.915931,14.516355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,2.101215,0,118.019998,1.290593,22.367325,527.053576,89.376702,8.89139,3.890216,20.274974,14.714225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,2.094418,0,119.670179,1.300134,20.759953,535.034903,91.595739,8.838697,3.907623,20.952389,14.914098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,2.00059,0,119.907508,1.307081,18.319566,504.898135,86.485319,8.203463,3.699193,19.782983,14.789183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,1.81416,0,121.421987,1.313868,16.125948,510.182332,87.907254,8.139654,3.701121,20.161816,14.905893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,1.85413,0,122.343766,1.319538,16.968569,508.116012,87.739264,8.099516,3.673992,20.019613,14.939304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,1.919555,0,123.9533,1.325822,18.650816,528.033166,91.49704,8.600684,3.817622,20.702618,15.090446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,1.968089,0,124.894604,1.33221,20.046669,529.440941,91.902141,8.776372,3.826763,20.543197,15.084851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,2.076178,0,126.464705,1.338447,21.563931,550.039855,95.834845,9.358789,3.972008,21.164187,15.361187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,2.134326,0,127.182337,1.346281,23.195526,550.610942,95.845674,9.572302,3.977215,20.850605,15.429551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,2.067491,0,127.905393,1.35488,21.50942,535.426848,93.237061,9.130437,3.879546,20.283818,15.416988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,2.137199,0,129.501357,1.366581,22.974427,554.537917,97.345354,9.629635,4.010821,21.020853,15.637119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,2.22461,0,130.134994,1.379338,25.119886,550.465406,96.496129,9.957906,4.026254,20.566276,15.592547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,2.232061,0,132.218094,1.426804,26.073274,552.950065,97.094073,10.190168,4.050294,20.462031,15.675084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,2.254997,0,134.706024,1.529541,26.660451,560.184186,98.657197,10.341887,4.114193,21.014194,15.820151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,2.293681,0,136.629687,1.677488,27.068121,561.01855,99.486346,10.640362,4.114086,20.764699,15.83358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,2.284848,0,138.931056,1.853407,26.536753,569.427558,102.008305,10.968335,4.11127,20.918122,16.021494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,2.078479,0,141.022964,2.046465,23.378451,562.38814,102.386863,10.8073,3.970406,20.630415,16.084352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,2.275779,0,142.706402,2.241828,23.101252,555.289963,102.658183,10.80618,3.971696,20.305933,16.214873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,2.462038,0,144.794496,2.428213,25.938115,563.403775,104.157368,11.485684,4.00429,20.190999,16.40149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,2.561983,0,147.272029,2.589174,27.120008,586.53608,108.096417,12.191525,4.123521,20.650357,16.75805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,2.545721,0,150.215715,2.713521,26.158043,588.441039,109.154426,11.859847,4.095747,21.081179,17.219338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,2.739455,0,152.201008,2.786317,29.103144,619.943971,113.859847,13.127576,4.331261,22.105811,17.789392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,3.079279,0,155.271935,2.830278,30.331616,593.199451,109.090954,13.147622,4.212336,20.398188,17.87962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,3.141481,0,160.573358,2.872947,30.724947,606.95634,112.618211,13.481926,4.27825,20.957934,18.441941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,3.192615,0,165.681832,2.917943,31.343545,623.975055,116.776538,14.045736,4.400135,21.60094,19.012228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,3.296012,0,170.371008,2.964766,31.552417,628.909664,118.789693,14.347638,4.475108,21.654739,19.367986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,3.524472,0,174.740447,3.015456,34.501578,641.326725,122.542582,15.354545,4.585745,21.611941,19.590687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,3.73506,0,180.671117,3.067136,37.060954,673.806229,129.82302,16.402027,4.844401,22.724483,20.090396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,3.859929,0,186.055568,3.122198,38.813203,695.949613,135.591521,17.196308,5.084523,23.826349,20.678315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,3.993273,0,188.38554,3.18361,39.280711,661.285486,129.208584,17.03718,5.060488,22.24665,20.809529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,4.074872,0,192.686757,3.249732,41.255113,665.436722,131.210497,17.509177,5.186762,22.13695,21.23435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,4.187429,0,197.2611,3.323324,42.903802,668.565663,133.336815,18.131681,5.288213,22.068663,21.517133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,4.280666,0,205.138341,3.544731,48.295404,701.005345,143.565263,18.732482,5.280188,23.373573,22.144491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,4.386459,0,207.212299,3.678115,49.296557,678.849223,140.105892,19.326208,5.268371,22.550095,22.557578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,4.560632,0,216.192266,3.803085,50.839236,741.319602,156.130954,20.513713,5.437876,24.609211,23.672063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,4.708986,0,216.556163,3.945037,52.749345,689.11146,146.454776,21.243239,5.259909,22.377624,23.559049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,4.888495,0,222.666416,4.114447,53.97959,709.312296,153.405391,22.075333,5.27001,22.649973,24.68295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,5.050426,0,226.310696,4.310414,55.183227,710.941466,156.494981,22.839848,5.285175,22.434297,25.984879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,5.218669,0,232.333146,4.480963,54.677597,746.209821,164.775316,24.187826,5.390459,23.585294,27.314639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,5.37833,0,235.335403,4.61746,56.779799,740.482418,165.095709,25.401978,5.370373,22.825797,28.314236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,5.601882,0,239.184852,4.731755,58.376739,747.029732,169.681571,26.056007,5.404092,22.10049,28.792081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,5.851897,0,244.418396,4.713334,61.433939,781.037552,179.685955,27.814411,5.549709,22.780224,30.8573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,5.912217,0,249.289533,4.662675,61.620664,796.202943,183.535558,28.607315,5.703749,23.195116,31.403997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,6.029778,0,257.210205,4.929846,63.366249,868.473571,196.665525,30.22571,5.971153,25.527435,32.582499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,6.290226,0,260.294725,5.049908,66.214413,826.029313,186.525932,31.229236,5.895832,23.455648,32.905882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,6.23492,0,261.808277,5.033504,65.269802,824.621402,183.600525,31.066602,5.971644,23.599625,33.511155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
